industry_code,industry_name,sa2_code,sa2_name,non_employing,1_to_4_employees,5_to_19_employees,20_to_199_employees,200_to_more_employees,total
A,"Agriculture, Forestry and Fishing",115011553,Castle Hill - Central,4,5,3,0,0,10
A,"Agriculture, Forestry and Fishing",115011554,Castle Hill - East,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",115011555,Castle Hill - North,5,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",115011556,Castle Hill - South,4,0,0,0,0,5
A,"Agriculture, Forestry and Fishing",115011557,Castle Hill - West,3,0,3,0,0,4
A,"Agriculture, Forestry and Fishing",115011558,Cherrybrook,9,3,0,0,0,11
A,"Agriculture, Forestry and Fishing",115011621,Kellyville - East,5,4,0,0,0,9
A,"Agriculture, Forestry and Fishing",115011622,Kellyville - West,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",115021297,Dural - Kenthurst - Wisemans Ferry,124,38,11,4,0,177
A,"Agriculture, Forestry and Fishing",115021298,Galston - Laughtondale,40,9,6,0,0,55
A,"Agriculture, Forestry and Fishing",115031299,Bilpin - Colo - St Albans,31,9,3,3,0,44
A,"Agriculture, Forestry and Fishing",115031300,Kurrajong Heights - Ebenezer,162,46,16,0,0,226
A,"Agriculture, Forestry and Fishing",115041301,Pitt Town - McGraths Hill,65,14,5,6,0,90
A,"Agriculture, Forestry and Fishing",115041623,Box Hill - Nelson,15,8,0,0,0,23
A,"Agriculture, Forestry and Fishing",115041624,North Kellyville,6,4,0,0,0,10
A,"Agriculture, Forestry and Fishing",115041625,Rouse Hill - Beaumont Hills,5,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",116011303,Blacktown (East) - Kings Park,3,0,3,0,0,3
A,"Agriculture, Forestry and Fishing",116011304,Blacktown (North) - Marayong,3,0,3,0,0,3
A,"Agriculture, Forestry and Fishing",116011306,Doonside - Woodcroft,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",116011307,Lalor Park - Kings Langley,8,0,0,0,0,9
A,"Agriculture, Forestry and Fishing",116011560,Blacktown - South,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",116011561,Blacktown - West,5,0,0,0,0,5
A,"Agriculture, Forestry and Fishing",116011626,Seven Hills - Prospect,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",116011627,Toongabbie - West,4,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",116021309,Glenwood,4,0,3,0,0,5
A,"Agriculture, Forestry and Fishing",116021562,Acacia Gardens,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",116021563,Quakers Hill,6,3,0,0,0,9
A,"Agriculture, Forestry and Fishing",116021628,Kellyville Ridge - The Ponds,6,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",116021629,Marsden Park - Shanes Park,13,7,0,0,0,20
A,"Agriculture, Forestry and Fishing",116021630,Riverstone,18,9,3,0,0,28
A,"Agriculture, Forestry and Fishing",116021631,Schofields (West) - Colebee,11,3,0,0,0,13
A,"Agriculture, Forestry and Fishing",116021632,Schofields - East,10,0,3,0,0,12
A,"Agriculture, Forestry and Fishing",116021633,Stanhope Gardens - Parklea,0,3,0,0,0,4
A,"Agriculture, Forestry and Fishing",116031313,Bidwill - Hebersham - Emerton,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",116031314,Glendenning - Dean Park,3,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",116031315,Hassall Grove - Plumpton,8,0,0,0,0,9
A,"Agriculture, Forestry and Fishing",116031316,Lethbridge Park - Tregear,3,0,0,0,0,5
A,"Agriculture, Forestry and Fishing",116031317,Mount Druitt - Whalan,4,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",116031318,Prospect Reservoir,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",116031319,Rooty Hill - Minchinbury,6,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",117011320,Banksmeadow,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",117011321,Botany,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",117011323,Pagewood - Hillsdale - Daceyville,4,4,0,0,0,8
A,"Agriculture, Forestry and Fishing",117011324,Port Botany Industrial,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",117011325,Sydney Airport,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",117011634,Eastlakes,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",117011635,Mascot,4,3,3,3,0,8
A,"Agriculture, Forestry and Fishing",117021327,Petersham - Stanmore,6,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",117021328,Sydenham - Tempe - St Peters,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",117021636,Marrickville - North,6,3,0,0,0,8
A,"Agriculture, Forestry and Fishing",117021637,Marrickville - South,0,3,0,0,0,4
A,"Agriculture, Forestry and Fishing",117031329,Darlinghurst,10,3,0,0,0,13
A,"Agriculture, Forestry and Fishing",117031330,Erskineville - Alexandria,12,0,0,0,0,13
A,"Agriculture, Forestry and Fishing",117031331,Glebe - Forest Lodge,6,3,3,0,0,10
A,"Agriculture, Forestry and Fishing",117031333,Potts Point - Woolloomooloo,21,3,0,0,0,24
A,"Agriculture, Forestry and Fishing",117031336,Surry Hills,13,10,0,3,0,24
A,"Agriculture, Forestry and Fishing",117031638,Camperdown - Darlington,3,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",117031639,Chippendale,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",117031640,Newtown (NSW),6,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",117031641,Pyrmont,11,0,3,0,0,15
A,"Agriculture, Forestry and Fishing",117031642,Redfern,5,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",117031643,Rosebery - Beaconsfield,0,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",117031644,Sydney (North) - Millers Point,166,56,23,12,0,257
A,"Agriculture, Forestry and Fishing",117031645,Sydney (South) - Haymarket,14,11,0,0,0,26
A,"Agriculture, Forestry and Fishing",117031646,Ultimo,0,3,3,0,0,3
A,"Agriculture, Forestry and Fishing",117031647,Waterloo,0,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",117031648,Zetland,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",118011339,Bondi - Tamarama - Bronte,15,0,0,0,0,17
A,"Agriculture, Forestry and Fishing",118011340,Bondi Beach - North Bondi,9,0,3,0,0,13
A,"Agriculture, Forestry and Fishing",118011341,Bondi Junction - Waverly,10,3,0,0,0,16
A,"Agriculture, Forestry and Fishing",118011342,Centennial Park,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",118011344,Dover Heights,4,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",118011345,Paddington - Moore Park,26,0,0,0,0,29
A,"Agriculture, Forestry and Fishing",118011346,Rose Bay - Vaucluse - Watsons Bay,21,4,3,0,0,27
A,"Agriculture, Forestry and Fishing",118011347,Woollahra,13,0,0,0,0,15
A,"Agriculture, Forestry and Fishing",118011649,Bellevue Hill,21,6,3,0,0,30
A,"Agriculture, Forestry and Fishing",118011650,Double Bay - Darling Point,25,6,0,3,0,34
A,"Agriculture, Forestry and Fishing",118021564,Kensington (NSW),5,3,0,0,0,9
A,"Agriculture, Forestry and Fishing",118021565,Kingsford,4,3,0,0,0,5
A,"Agriculture, Forestry and Fishing",118021566,Maroubra - North,5,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",118021567,Maroubra - South,5,0,0,0,0,5
A,"Agriculture, Forestry and Fishing",118021568,Maroubra - West,3,0,3,0,0,4
A,"Agriculture, Forestry and Fishing",118021569,Randwick - North,9,0,0,0,0,9
A,"Agriculture, Forestry and Fishing",118021570,Randwick - South,3,0,0,0,0,5
A,"Agriculture, Forestry and Fishing",118021651,Coogee - Clovelly,13,5,0,0,0,18
A,"Agriculture, Forestry and Fishing",118021652,Malabar - La Perouse,5,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",118021653,Matraville - Chifley,3,3,0,0,0,4
A,"Agriculture, Forestry and Fishing",118021654,South Coogee,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",119011354,Bass Hill - Georges Hall,5,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",119011355,Chullora,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119011356,Condell Park,8,3,0,0,0,11
A,"Agriculture, Forestry and Fishing",119011358,Padstow,5,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",119011360,Revesby,3,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",119011361,Yagoona - Birrong,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119011571,Bankstown - North,3,3,0,0,0,4
A,"Agriculture, Forestry and Fishing",119011572,Bankstown - South,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119011655,Greenacre - North,4,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119011656,Greenacre - South,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119011657,Panania (North) - Milperra,0,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",119011658,Panania (South) - Picnic Point,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119021362,Belmore - Belfield,3,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",119021366,Punchbowl,5,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",119021367,Roselands,3,3,0,0,0,5
A,"Agriculture, Forestry and Fishing",119021573,Lakemba,4,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",119021574,Wiley Park,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119021659,Campsie - North,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",119021660,Campsie - South,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",119021661,Canterbury - South,3,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",119021662,Earlwood,0,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",119021663,Kingsgrove - North,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119031370,Narwee - Beverly Hills,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119031371,Oatley - Hurstville Grove,0,3,3,3,0,7
A,"Agriculture, Forestry and Fishing",119031372,Peakhurst - Lugarno,5,4,0,0,0,9
A,"Agriculture, Forestry and Fishing",119031373,Riverwood,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119031374,South Hurstville - Blakehurst,5,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",119031664,Hurstville - Central,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119031665,Hurstville - North,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119031666,Mortdale - Oatley,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119031667,Penshurst,3,0,3,0,0,3
A,"Agriculture, Forestry and Fishing",119041377,Kingsgrove (South) - Bardwell Park,9,3,0,0,0,11
A,"Agriculture, Forestry and Fishing",119041378,Kogarah,4,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",119041379,Kogarah Bay - Carlton - Allawah,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119041380,Monterey - Brighton-le-Sands - Kyeemagh,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119041381,Rockdale - Banksia,3,3,0,0,0,4
A,"Agriculture, Forestry and Fishing",119041382,Sans Souci - Ramsgate,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",119041668,Arncliffe - Bardwell Valley,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",119041669,Bexley - North,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",119041670,Bexley - South,5,0,0,0,0,5
A,"Agriculture, Forestry and Fishing",119041671,Wolli Creek,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",120011383,Concord - Mortlake - Cabarita,12,0,0,0,0,15
A,"Agriculture, Forestry and Fishing",120011385,Drummoyne - Rodd Point,12,3,0,0,0,15
A,"Agriculture, Forestry and Fishing",120011386,Five Dock - Abbotsford,7,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",120011672,Concord West - North Strathfield,6,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",120011673,Rhodes,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",120021387,Balmain,25,5,3,0,0,33
A,"Agriculture, Forestry and Fishing",120021389,Lilyfield - Rozelle,9,7,0,0,0,16
A,"Agriculture, Forestry and Fishing",120021674,Annandale (NSW),7,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",120021675,Leichhardt,10,0,0,0,0,13
A,"Agriculture, Forestry and Fishing",120031392,Canterbury (North) - Ashbury,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",120031393,Croydon Park - Enfield,3,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",120031394,Dulwich Hill - Lewisham,4,3,0,0,0,6
A,"Agriculture, Forestry and Fishing",120031395,Haberfield - Summer Hill,8,3,3,0,0,14
A,"Agriculture, Forestry and Fishing",120031396,Homebush,12,4,0,0,0,17
A,"Agriculture, Forestry and Fishing",120031576,Strathfield South,5,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",120031676,Ashfield - North,3,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",120031677,Ashfield - South,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",120031678,Burwood (NSW),4,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",120031679,Croydon,5,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",120031680,Strathfield - East,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",120031681,Strathfield - West,7,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",121011399,Chatswood (West) - Lane Cove North,9,3,3,0,0,14
A,"Agriculture, Forestry and Fishing",121011401,St Leonards - Naremburn,20,3,0,0,0,25
A,"Agriculture, Forestry and Fishing",121011682,Artarmon,6,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",121011683,Castle Cove - Northbridge,24,8,4,0,0,37
A,"Agriculture, Forestry and Fishing",121011684,Chatswood - East,18,7,0,0,0,26
A,"Agriculture, Forestry and Fishing",121011685,Greenwich - Riverview,28,4,4,0,0,36
A,"Agriculture, Forestry and Fishing",121011686,Lane Cove,8,0,3,0,0,12
A,"Agriculture, Forestry and Fishing",121011687,Willoughby,13,3,0,0,0,15
A,"Agriculture, Forestry and Fishing",121021403,Asquith - Mount Colah,8,3,0,0,0,11
A,"Agriculture, Forestry and Fishing",121021404,Berowra - Brooklyn - Cowan,6,4,0,0,0,10
A,"Agriculture, Forestry and Fishing",121021406,Normanhurst - Thornleigh - Westleigh,11,0,3,0,0,14
A,"Agriculture, Forestry and Fishing",121021577,Hornsby - East,0,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",121021578,Hornsby - West,4,0,3,0,0,5
A,"Agriculture, Forestry and Fishing",121021579,Wahroonga (West) - Waitara,6,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",121031407,Gordon - Killara,25,7,3,0,0,36
A,"Agriculture, Forestry and Fishing",121031408,Lindfield - Roseville,26,8,0,0,0,35
A,"Agriculture, Forestry and Fishing",121031409,Pymble,18,7,0,0,0,26
A,"Agriculture, Forestry and Fishing",121031410,St Ives,16,4,0,0,0,20
A,"Agriculture, Forestry and Fishing",121031411,Turramurra,17,6,3,0,0,26
A,"Agriculture, Forestry and Fishing",121031412,Wahroonga (East) - Warrawee,21,5,3,0,0,28
A,"Agriculture, Forestry and Fishing",121041413,Cremorne - Cammeray,41,3,0,0,0,46
A,"Agriculture, Forestry and Fishing",121041414,Crows Nest - Waverton,17,0,0,0,0,19
A,"Agriculture, Forestry and Fishing",121041416,Neutral Bay - Kirribilli,22,7,0,0,0,31
A,"Agriculture, Forestry and Fishing",121041417,North Sydney - Lavender Bay,41,17,6,4,0,68
A,"Agriculture, Forestry and Fishing",121041688,Mosman - North,19,5,3,0,0,26
A,"Agriculture, Forestry and Fishing",121041689,Mosman - South,31,9,0,0,0,42
A,"Agriculture, Forestry and Fishing",122011418,Balgowlah - Clontarf - Seaforth,16,3,0,0,0,19
A,"Agriculture, Forestry and Fishing",122011419,Manly - Fairlight,22,6,3,0,0,29
A,"Agriculture, Forestry and Fishing",122021420,Avalon - Palm Beach,18,7,0,0,0,25
A,"Agriculture, Forestry and Fishing",122021421,Bayview - Elanora Heights,27,7,0,3,0,35
A,"Agriculture, Forestry and Fishing",122021422,Newport - Bilgola,12,0,0,0,0,12
A,"Agriculture, Forestry and Fishing",122021690,Mona Vale - Warriewood (North),18,0,3,0,0,20
A,"Agriculture, Forestry and Fishing",122021691,North Narrabeen - Warriewood (South),7,3,0,0,0,9
A,"Agriculture, Forestry and Fishing",122031424,Beacon Hill - Narraweena,6,3,0,0,0,9
A,"Agriculture, Forestry and Fishing",122031425,Cromer,5,0,3,0,0,8
A,"Agriculture, Forestry and Fishing",122031427,Forestville - Killarney Heights,8,0,0,0,0,9
A,"Agriculture, Forestry and Fishing",122031429,Freshwater - Brookvale,21,3,0,0,0,23
A,"Agriculture, Forestry and Fishing",122031430,Manly Vale - Allambie Heights,8,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",122031432,Terrey Hills - Duffys Forest,9,3,4,0,0,14
A,"Agriculture, Forestry and Fishing",122031692,Belrose,6,0,3,0,0,7
A,"Agriculture, Forestry and Fishing",122031693,Collaroy - Collaroy Plateau,16,3,0,3,0,19
A,"Agriculture, Forestry and Fishing",122031694,Dee Why (South) - North Curl Curl,7,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",122031695,Dee Why - North,3,5,0,0,0,8
A,"Agriculture, Forestry and Fishing",122031696,Frenchs Forest - Oxford Falls,16,5,0,0,0,21
A,"Agriculture, Forestry and Fishing",122031697,Narrabeen - Wheeler Heights,7,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",123011433,Camden - Ellis Lane,25,7,3,0,0,33
A,"Agriculture, Forestry and Fishing",123011698,Currans Hill,5,0,0,0,0,6
A,"Agriculture, Forestry and Fishing",123011699,Elderslie - Narellan,11,3,0,0,0,13
A,"Agriculture, Forestry and Fishing",123011700,Harrington Park,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",123011701,Mount Annan,5,3,3,0,0,8
A,"Agriculture, Forestry and Fishing",123011702,Spring Farm,7,0,3,0,0,9
A,"Agriculture, Forestry and Fishing",123021436,Bradbury - Wedderburn,11,0,3,0,0,13
A,"Agriculture, Forestry and Fishing",123021437,Campbelltown - Woodbine,9,0,3,0,0,11
A,"Agriculture, Forestry and Fishing",123021438,Claymore - Eagle Vale - Raby,3,0,3,0,0,5
A,"Agriculture, Forestry and Fishing",123021439,Holsworthy Military Area,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",123021441,Leumeah - Minto Heights,7,0,3,0,0,10
A,"Agriculture, Forestry and Fishing",123021443,Minto - St Andrews,6,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",123021444,Rosemeadow - Glen Alpine,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",123021703,Denham Court - Bardia,7,3,3,0,0,11
A,"Agriculture, Forestry and Fishing",123021704,Glenfield,3,3,0,0,0,3
A,"Agriculture, Forestry and Fishing",123021705,Ingleburn,4,4,0,0,0,8
A,"Agriculture, Forestry and Fishing",123021706,Macquarie Fields,5,0,0,0,0,7
A,"Agriculture, Forestry and Fishing",123031445,Bargo,21,8,3,0,0,32
A,"Agriculture, Forestry and Fishing",123031446,Douglas Park - Appin,40,16,5,0,0,61
A,"Agriculture, Forestry and Fishing",123031447,Picton - Tahmoor - Buxton,64,11,0,0,0,77
A,"Agriculture, Forestry and Fishing",123031448,The Oaks - Oakdale,93,18,6,3,0,119
A,"Agriculture, Forestry and Fishing",124011449,Blackheath - Megalong Valley,12,3,3,0,0,15
A,"Agriculture, Forestry and Fishing",124011450,Blaxland - Warrimoo - Lapstone,9,3,0,0,0,12
A,"Agriculture, Forestry and Fishing",124011451,Blue Mountains - North,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",124011452,Katoomba - Leura,6,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",124011453,Lawson - Hazelbrook - Linden,7,0,0,0,0,8
A,"Agriculture, Forestry and Fishing",124011454,Springwood - Winmalee,11,0,4,0,0,16
A,"Agriculture, Forestry and Fishing",124011455,Wentworth Falls,0,3,0,0,0,0
A,"Agriculture, Forestry and Fishing",124021456,Blue Mountains - South,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",124031457,Cambridge Park,3,0,0,0,0,4
A,"Agriculture, Forestry and Fishing",124031459,Emu Plains - Leonay,5,3,0,0,0,8
A,"Agriculture, Forestry and Fishing",124031460,Glenmore Park - Regentville,6,4,0,0,0,10
A,"Agriculture, Forestry and Fishing",124031461,Jamisontown - South Penrith,3,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",124031462,Kingswood - Werrington,4,3,0,0,0,5
A,"Agriculture, Forestry and Fishing",124031463,Mulgoa - Luddenham - Orchard Hills,43,15,0,0,0,58
A,"Agriculture, Forestry and Fishing",124031464,Penrith,5,0,3,0,0,7
A,"Agriculture, Forestry and Fishing",124031465,Warragamba - Silverdale,21,6,0,0,0,27
A,"Agriculture, Forestry and Fishing",124031707,Cranebrook - Castlereagh,16,5,0,0,0,22
A,"Agriculture, Forestry and Fishing",124031708,Jordan Springs - Llandilo,27,9,3,0,0,39
A,"Agriculture, Forestry and Fishing",124041466,Richmond - Clarendon,49,17,12,3,0,79
A,"Agriculture, Forestry and Fishing",124041467,Windsor - Bligh Park,11,9,3,0,0,23
A,"Agriculture, Forestry and Fishing",124041468,Yarramundi - Londonderry,53,17,3,5,0,78
A,"Agriculture, Forestry and Fishing",124051469,Erskine Park,0,3,3,0,0,3
A,"Agriculture, Forestry and Fishing",124051470,St Clair,6,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",124051580,Colyton - Oxley Park,0,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",124051581,St Marys - North St Marys,6,3,0,0,0,7
A,"Agriculture, Forestry and Fishing",125011475,Rookwood Cemetery,0,0,0,0,0,0
A,"Agriculture, Forestry and Fishing",125011582,Auburn - Central,3,0,0,0,0,3
A,"Agriculture, Forestry and Fishing",125011583,Auburn - North,3,0,0,0,0,3
